"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"DAP12 signaling Homo sapiens R-HSA-2424491",0.00839808413575985,0.041533382086377,0.380730400722792,0.155926249822255,1.44714123867786,183,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;B2M;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687",0.0077949985068874,0.0389482055979872,0.407017918923954,0.15783317368168,1.43065870648836,182,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;FLRT3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Signaling by FGFR1 Homo sapiens R-HSA-5654736",0.00491107321081861,0.0263494481495581,0.407017918923954,0.156448970952529,1.42359040262234,186,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;FLRT3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;CBL;MDM2;FGFRL1;PPP2CB;BAD;AGO2;PTEN;INSR"
"Downstream signaling of activated FGFR2 Homo sapiens R-HSA-5654696",0.00735278546785938,0.0373809443016348,0.407017918923954,0.154500641164055,1.41066646954277,181,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Downstream signaling of activated FGFR3 Homo sapiens R-HSA-5654708",0.00735278546785938,0.0373809443016348,0.407017918923954,0.154500641164055,1.41066646954277,181,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Downstream signaling of activated FGFR4 Homo sapiens R-HSA-5654716",0.00735278546785938,0.0373809443016348,0.407017918923954,0.154500641164055,1.41066646954277,181,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Signaling by FGFR3 Homo sapiens R-HSA-5654741",0.00377273758804103,0.0209372536374491,0.431707695803346,0.149874842054947,1.37159979804594,185,"CDKN1A;PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;AKT1;PRKAR2A;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;TNRC6B;PSMD12;PSMC4;KRAS;IQGAP1;IER3;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;GSK3B;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;TNRC6A;PSMD10;AGO4;DUSP7;ITGB3;RBX1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;CBL"
"Terminal pathway of complement Homo sapiens R-HSA-166665",0.000226136410971158,0.00192282071083078,0.518848077743792,0.999869859448204,1.33516708465325,1,"CLU"
"Defective GALNT12 causes colorectal cancer 1 (CRCS1) Homo sapiens R-HSA-5083636",0.000491232781338909,0.00386082413009067,0.477270815362862,0.999739718896408,1.33499330265603,1,"MUC1"
"Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC) Homo sapiens R-HSA-5083625",0.000491232781338909,0.00386082413009067,0.477270815362862,0.999739718896408,1.33499330265603,1,"MUC1"
