Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	3/1001	0.9529991966674192	1.0	0	0	0.4795204795204795	0.02308470007412512	EIF4A2;CFL1;P4HB
RUNX2 22187159 ChIP-Seq PCA Human	15/3423	0.9550365097516154	1.0	0	0	0.7011393514460998	0.03225641305924991	TRAPPC1;HSP90AB1;NME4;ASAP1;COX6C;RND3;F3;FOSL2;EEF1D;STK17A;NDUFS5;SEC61B;SLC38A2;SOX4;S100A11
ELF1 20517297 ChIP-Seq JURKAT Human	3/1020	0.9571131425174773	1.0	0	0	0.47058823529411764	0.020627608598257362	POLR1D;GAPDH;RBX1
SUZ12 18692474 ChIP-Seq MESCs Mouse	7/1909	0.9602580188340549	1.0	0	0	0.5866946045049765	0.023792379431720946	FOSL1;EEF1D;CITED4;PFDN4;DKK1;AREG;SOX4
SUZ12 16625203 ChIP-ChIP MESCs Mouse	4/1270	0.9608619579323666	1.0	0	0	0.5039370078740157	0.020119445427777098	MYC;PFDN4;DKK1;HSPA1A
ESR1 22446102 ChIP-Seq UTERUS Mouse	7/1916	0.9613061786171314	1.0	0	0	0.5845511482254697	0.02306774246568244	PAWR;COX6C;ELL2;F3;KLF3;FOSL2;HBEGF
YY1 22570637 ChIP-Seq MALME-3M Human	3/1049	0.9627527648085562	1.0	0	0	0.4575786463298379	0.0173690605950611	EEF1A1;GAPDH;AVPI1
RNF2 27304074 Chip-Seq NSC Mouse	3/1052	0.9632949910104569	1.0	0	0	0.45627376425855515	0.01706262618484893	MYC;RICTOR;SLC38A2
NANOG 18555785 ChIP-Seq MESCs Mouse	1/542	0.9680960895444277	1.0	0	0	0.2952029520295203	0.009571640021790725	SLC25A5
CTCF 18555785 ChIP-Seq MESCs Mouse	5/1568	0.9718519379623395	1.0	0	0	0.5102040816326531	0.01456725169586904	UQCRB;SNRPE;PFDN4;CLDN1;RND3
CTCF 20526341 ChIP-Seq ESCs Human	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	EIF4A2;GPRC5A;ARHGAP29;EEF2;DKK1;S100A11;RBX1
SMAD3 21741376 ChIP-Seq ESCs Human	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	EEF1A1;ERRFI1;STK17A;HMGA1;RND3;SOX4;FOSL2
TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	ERRFI1;TMSB4X;ABL2;ASAP1;DYNLL1;F3;EREG
TOP2B 26459242 ChIP-Seq MCF-7 Human	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	NDUFS6;SEC61B;COX6C;BACH1;DKK1;RND3;EREG
OCT1 27270436 Chip-Seq PROSTATE Human	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	PIM1;ABL2;SNRNP35;BACH1;ELL2;KLF3;RBX1
SUZ12 27294783 Chip-Seq ESCs Mouse	7/2000	0.9720899690738265	1.0	0	0	0.5599999999999999	0.01585187409659872	FOSL1;DUSP4;MYC;SOX4;COASY;FOSL2;HSPA1A
FOXP2 21765815 ChIP-ChIP NEURO2A Mouse	3/1164	0.9789824746570045	1.0	0	0	0.41237113402061853	0.008759397064542119	EEF1B2;PTP4A1;PIM1
ER 23166858 ChIP-Seq MCF-7 Human	2/920	0.9807394460754411	1.0	0	0	0.34782608695652173	0.006764680008916016	MYC;PFDN4
POU5F1 16153702 ChIP-ChIP HESCs Human	1/622	0.9809676461918172	1.0	0	0	0.2572347266881029	0.004942971163245366	DKK1
CTNNB1 20615089 ChIP-ChIP FETAL BRAIN Human	1/637	0.9827287104738175	1.0	0	0	0.25117739403453687	0.0043760573014727236	PDCD6
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	6/2000	0.9887506664100443	1.0	0	0	0.48	0.005430281235859732	TMSB4X;LIF;NDUFC2;DYNLL1;EREG;RBX1
CBP 21632823 ChIP-Seq H3396 Human	6/2000	0.9887506664100443	1.0	0	0	0.48	0.005430281235859732	FOSL1;DDX21;SNRNP35;NEAT1;DKK1;AVPI1
FOXH1 21741376 ChIP-Seq EPCs Human	6/2000	0.9887506664100443	1.0	0	0	0.48	0.005430281235859732	NDUFS5;LIF;ABL2;CLDN1;ELL2;FOSL2
CTBP2 25329375 ChIP-Seq LNCAP Human	2/1053	0.9909376555903285	1.0	0	0	0.30389363722697055	0.0027665435095830426	PHLDA1;FERMT2
MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human	3/1406	0.9940607662834381	1.0	0	0	0.34139402560455195	0.002033664106577769	TPM4;PDCD6;DYNLL1
REST 18959480 ChIP-ChIP MESCs Mouse	9/2868	0.9954916926213205	1.0	0	0	0.502092050209205	0.002268703151585058	EEF1B2;DYNLT1;METRN;NDUFB3;AP1S1;PIM3;BACH1;KLF3;SSFA2
RNF2 27304074 Chip-Seq ESCs Mouse	3/1467	0.9957286257401354	1.0	0	0	0.32719836400818	0.0014005800045675935	PFDN4;SOX4;FOSL2
CEBPA 26348894 ChIP-Seq LIVER Mouse	5/2000	0.9962170549776297	1.0	0	0	0.39999999999999997	0.00151604738229687	NDUFS5;NDUFC2;DDX21;YBX1;HBEGF
EZH2 27304074 Chip-Seq ESCs Mouse	1/885	0.9965680834919102	1.0	0	0	0.1807909604519774	6.215266064791228E-4	PFDN4
TCF4 23295773 ChIP-Seq U87 Human	13/3812	0.997136111422516	1.0	0	0	0.5456453305351522	0.001564909363634142	ERRFI1;AHCY;PDCD6;H3F3A;YBX1;DKK1;RND3;EREG;SSFA2;AKAP12;COTL1;SNRPE;HBEGF
AR 19668381 ChIP-Seq PC3 Human	11/3519	0.9982836837844511	1.0	0	0	0.5001420858198352	8.591394605462155E-4	AKAP12;PTP4A1;CITED4;ABL2;ARHGAP29;NDUFC2;PIM3;RICTOR;SLC38A2;EREG;RBX1
P300 19829295 ChIP-Seq ESCs Human	4/2000	0.9989808127628832	1.0	0	0	0.32	3.2630622770879865E-4	ASAP1;ELL2;RND3;SOX4
JARID2 20064375 ChIP-Seq MESCs Mouse	1/1117	0.9992556328028462	1.0	0	0	0.1432408236347359	1.0666347372933834E-4	PFDN4
SMARCD1 25818293 ChIP-Seq ESCs Mouse	4/2119	0.999467708995315	1.0	0	0	0.3020292590844738	1.6081026048782277E-4	AHCY;ABL2;VDAC1;S100A11
STAT3 23295773 ChIP-Seq U87 Human	8/3165	0.9995916317972373	1.0	0	0	0.4044233807266982	1.651873800754182E-4	AKAP12;GPRC5A;ITGA3;PFDN4;CLDN1;ELL2;CTNNAL1;SSFA2
P53 21459846 ChIP-Seq SAOS-2 Human	3/2000	0.9997920763756822	1.0	0	0	0.24	4.99068584235214E-5	NDUFS5;ASAP1;CLDN1
REST 21632747 ChIP-Seq MESCs Mouse	4/2339	0.9998435665333062	1.0	0	0	0.27362120564343734	4.280686205995914E-5	NDUFB3;PIM1;KLF3;SOX4
SOX2 21211035 ChIP-Seq LN229 Gbm	6/3420	0.9999890791827841	1.0	0	0	0.2807017543859649	3.0655092907886E-6	NDUFS5;CFL1;PIM1;P4HB;ELL2;PPM1G
TRIM28 17542650 ChIP-ChIP NTERA2 Human	2/3568	0.9999958417570194	1.0	0	0	0.08968609865470852	3.7293736557204203E-7	PIM1;EREG
